departamento,municipio,mine_count,mine_incidents,demining_count,matched
NORTE DE SANTANDER,DURANIA,4,1,3,True
NORTE DE SANTANDER,EL CARMEN,98,21,77,True
NORTE DE SANTANDER,EL TARRA,275,57,218,True
NORTE DE SANTANDER,EL ZULIA,12,3,9,True
NORTE DE SANTANDER,HACARÍ,241,77,164,True
NORTE DE SANTANDER,HERRÁN,3,1,2,True
NORTE DE SANTANDER,LA ESPERANZA,0,0,0,True
NORTE DE SANTANDER,LA PLAYA,43,17,26,True
NORTE DE SANTANDER,LABATECA,4,1,3,True
NORTE DE SANTANDER,LOS PATIOS,0,0,0,True
NORTE DE SANTANDER,OCAÑA,39,5,34,True
NORTE DE SANTANDER,PAMPLONA,1,0,1,True
NORTE DE SANTANDER,PUERTO SANTANDER,0,0,0,True
NORTE DE SANTANDER,RAGONVALIA,0,0,0,True
NORTE DE SANTANDER,SALAZAR,5,2,3,True
NORTE DE SANTANDER,SAN CALIXTO,166,48,118,True
NORTE DE SANTANDER,SAN CAYETANO,2,0,2,True
NORTE DE SANTANDER,SANTIAGO,4,3,1,True
NORTE DE SANTANDER,SARDINATA,120,30,90,True
NORTE DE SANTANDER,SILOS,3,0,3,True
NORTE DE SANTANDER,TEORAMA,373,105,268,True
NORTE DE SANTANDER,TIBÚ,409,86,323,True
NORTE DE SANTANDER,TOLEDO,29,6,23,True
NORTE DE SANTANDER,VILLA CARO,0,0,0,True
NORTE DE SANTANDER,VILLA DEL ROSARIO,1,0,1,True
NORTE DE SANTANDER,ÁBREGO,67,19,48,True
PUTUMAYO,COLÓN,1,0,1,True
PUTUMAYO,MOCOA,25,5,20,True
PUTUMAYO,ORITO,155,18,137,True
PUTUMAYO,PUERTO ASÍS,533,86,447,True
PUTUMAYO,PUERTO CAICEDO,144,31,113,True
PUTUMAYO,PUERTO GUZMÁN,223,25,198,True
PUTUMAYO,PUERTO LEGUÍZAMO,206,21,185,True
PUTUMAYO,SAN FRANCISCO,1,0,1,True
PUTUMAYO,SAN MIGUEL,140,17,123,True
PUTUMAYO,SANTIAGO,3,0,3,True
PUTUMAYO,VALLE DEL GUAMUEZ,143,30,113,True
PUTUMAYO,VILLAGARZÓN,53,11,42,True
QUINDIO,CALARCÁ,2,0,2,True
QUINDIO,CIRCASIA,0,0,0,True
QUINDIO,CÓRDOBA,9,1,8,True
QUINDIO,GÉNOVA,11,1,10,True
QUINDIO,MONTENEGRO,1,1,0,True
QUINDIO,PIJAO,16,4,12,True
QUINDIO,QUIMBAYA,1,0,1,True
QUINDIO,SALENTO,5,0,5,True
RISARALDA,APÍA,0,0,0,True
RISARALDA,BELÉN DE UMBRÍA,2,2,0,True
RISARALDA,DOSQUEBRADAS,1,0,1,True
RISARALDA,GUÁTICA,2,1,1,True
RISARALDA,LA CELIA,1,0,1,True
RISARALDA,LA VIRGINIA,1,0,1,True
RISARALDA,MISTRATÓ,27,4,23,True
RISARALDA,PEREIRA,4,1,3,True
RISARALDA,PUEBLO RICO,8,1,7,True
RISARALDA,QUINCHÍA,3,2,1,True
RISARALDA,SANTA ROSA DE CABAL,2,2,0,True
RISARALDA,SANTUARIO,2,1,1,True
SANTANDER,ALBANIA,0,0,0,True
SANTANDER,ARATOCA,0,0,0,True
SANTANDER,BARRANCABERMEJA,48,10,38,True
SANTANDER,BETULIA,7,0,7,True
SANTANDER,BOLÍVAR,7,0,7,True
SANTANDER,BUCARAMANGA,17,8,9,True
SANTANDER,CALIFORNIA,21,3,18,True
SANTANDER,CAPITANEJO,2,0,2,True
SANTANDER,CARCASÍ,2,0,2,True
SANTANDER,CEPITÁ,1,0,1,True
SANTANDER,CERRITO,2,0,2,True
SANTANDER,CHARTA,9,2,7,True
SANTANDER,CHIMA,3,0,3,True
SANTANDER,CIMITARRA,6,3,3,True
SANTANDER,CONFINES,0,0,0,True
SANTANDER,CONTRATACIÓN,1,0,1,True
SANTANDER,COROMORO,0,0,0,True
SANTANDER,CURITÍ,3,1,2,True
SANTANDER,EL CARMEN,34,3,31,True
SANTANDER,EL GUACAMAYO,0,0,0,True
SANTANDER,EL PEÑÓN,8,4,4,True
SANTANDER,EL PLAYÓN,14,2,12,True
SANTANDER,FLORIDABLANCA,2,0,2,True
SANTANDER,FLORIÁN,0,0,0,True
SANTANDER,GALÁN,10,3,7,True
SANTANDER,GIRÓN,19,2,17,True
SANTANDER,GUACA,3,0,3,True
SANTANDER,GUADALUPE,1,1,0,True
SANTANDER,GUAPOTÁ,0,0,0,True
SANTANDER,HATO,9,3,6,True
SANTANDER,LA BELLEZA,7,2,5,True
SANTANDER,LA PAZ,1,0,1,True
SANTANDER,LANDÁZURI,4,4,0,True
SANTANDER,LEBRÍJA,9,1,8,True
SANTANDER,MACARAVITA,2,1,1,True
SANTANDER,MATANZA,35,15,20,True
SANTANDER,MÁLAGA,2,0,2,True
SANTANDER,ONZAGA,0,0,0,True
SANTANDER,PIEDECUESTA,4,2,2,True
SANTANDER,PINCHOTE,1,1,0,True
SANTANDER,PUENTE NACIONAL,2,0,2,True
SANTANDER,PUERTO PARRA,1,0,1,True
SANTANDER,PUERTO WILCHES,4,2,2,True
SANTANDER,RIONEGRO,14,4,10,True
SANTANDER,SABANA DE TORRES,40,23,17,True
SANTANDER,SAN ANDRÉS,1,0,1,True
SANTANDER,SAN GIL,1,0,1,True
SANTANDER,SAN MIGUEL,2,2,0,True
SANTANDER,SAN VICENTE DE CHUCURÍ,37,7,30,True
SANTANDER,SANTA HELENA DEL OPÓN,2,0,2,True
SANTANDER,SIMACOTA,9,6,3,True
SANTANDER,SUAITA,2,1,1,True
SANTANDER,SUCRE,15,6,9,True
SANTANDER,SURATÁ,41,8,33,True
SANTANDER,TONA,3,0,3,True
SANTANDER,VÉLEZ,1,1,0,True
SANTANDER,ZAPATOCA,4,1,3,True
SUCRE,CHALÁN,19,3,16,True
SUCRE,COLOSÓ,8,2,6,True
SUCRE,COROZAL,3,2,1,True
SUCRE,GALERAS,1,1,0,True
SUCRE,LA UNIÓN,1,1,0,True
SUCRE,LOS PALMITOS,8,1,7,True
SUCRE,MAJAGUAL,1,1,0,True
SUCRE,MORROA,8,1,7,True
SUCRE,OVEJAS,69,10,59,True
SUCRE,SAN BENITO ABAD,2,0,2,True
SUCRE,SAN ONOFRE,8,3,5,True
SUCRE,SAN PEDRO,2,0,2,True
SUCRE,SINCELEJO,0,0,0,True
SUCRE,SINCÉ,0,0,0,True
SUCRE,SUCRE,2,1,1,True
SUCRE,TOLUVIEJO,0,0,0,True
TOLIMA,ALPUJARRA,2,0,2,True
TOLIMA,ALVARADO,3,2,1,True
TOLIMA,ANZOÁTEGUI,4,1,3,True
TOLIMA,ATACO,22,1,21,True
TOLIMA,CAJAMARCA,21,3,18,True
TOLIMA,CASABIANCA,1,0,1,True
TOLIMA,CHAPARRAL,260,54,206,True
TOLIMA,COYAIMA,3,1,2,True
TOLIMA,CUNDAY,9,0,9,True
TOLIMA,DOLORES,82,13,69,True
TOLIMA,FALAN,0,0,0,True
TOLIMA,GUAMO,1,0,1,True
TOLIMA,HERVEO,6,3,3,True
TOLIMA,IBAGUÉ,38,3,35,True
TOLIMA,ICONONZO,7,5,2,True
TOLIMA,LÉRIDA,1,1,0,True
TOLIMA,LÍBANO,6,1,5,True
TOLIMA,MELGAR,1,1,0,True
TOLIMA,MURILLO,0,0,0,True
TOLIMA,NATAGAIMA,9,1,8,True
TOLIMA,ORTEGA,22,7,15,True
TOLIMA,PLANADAS,662,82,580,True
TOLIMA,PRADO,10,1,9,True
TOLIMA,PURIFICACIÓN,1,0,1,True
TOLIMA,RIOBLANCO,178,46,132,True
TOLIMA,RONCESVALLES,25,12,13,True
TOLIMA,ROVIRA,43,14,29,True
TOLIMA,SALDAÑA,0,0,0,True
TOLIMA,SAN ANTONIO,43,8,35,True
TOLIMA,SAN LUIS,1,0,1,True
TOLIMA,SANTA ISABEL,2,0,2,True
TOLIMA,SUÁREZ,0,0,0,True
TOLIMA,VALLE DE SAN JUAN,0,0,0,True
TOLIMA,VENADILLO,3,2,1,True
TOLIMA,VILLAHERMOSA,4,3,1,True
TOLIMA,VILLARRICA,39,3,36,True
VALLE DEL CAUCA,ANDALUCÍA,3,0,3,True
VALLE DEL CAUCA,BOLÍVAR,4,2,2,True
VALLE DEL CAUCA,BUENAVENTURA,50,11,39,True
VALLE DEL CAUCA,BUGA,50,8,42,True
VALLE DEL CAUCA,BUGALAGRANDE,8,2,6,True
VALLE DEL CAUCA,CALI,14,2,12,True
VALLE DEL CAUCA,CALIMA,4,1,3,True
VALLE DEL CAUCA,DAGUA,29,4,25,True
VALLE DEL CAUCA,EL CAIRO,1,0,1,True
VALLE DEL CAUCA,EL CERRITO,12,1,11,True
VALLE DEL CAUCA,EL DOVIO,4,1,3,True
VALLE DEL CAUCA,EL ÁGUILA,2,1,1,True
VALLE DEL CAUCA,FLORIDA,208,60,148,True
VALLE DEL CAUCA,GINEBRA,2,0,2,True
VALLE DEL CAUCA,GUACARÍ,6,2,4,True
VALLE DEL CAUCA,JAMUNDÍ,48,4,44,True
VALLE DEL CAUCA,LA CUMBRE,1,1,0,True
VALLE DEL CAUCA,PALMIRA,51,13,38,True
VALLE DEL CAUCA,PRADERA,131,23,108,True
VALLE DEL CAUCA,RESTREPO,1,1,0,True
VALLE DEL CAUCA,RIOFRÍO,3,1,2,True
VALLE DEL CAUCA,SAN PEDRO,17,4,13,True
VALLE DEL CAUCA,SEVILLA,4,1,3,True
VALLE DEL CAUCA,TRUJILLO,2,0,2,True
VALLE DEL CAUCA,TULUÁ,97,8,89,True
VALLE DEL CAUCA,VERSALLES,1,0,1,True
VALLE DEL CAUCA,YOTOCO,1,0,1,True
VAUPES,CARURÚ,85,12,73,True
VAUPES,MITÚ,75,19,56,True
VICHADA,CUMARIBO,55,6,49,True
VICHADA,LA PRIMAVERA,2,0,2,True
VICHADA,PUERTO CARREÑO,1,1,0,True
